date,open,high,low,close,volume,barCount,average
20201224  05:14:45,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:15:00,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:15:15,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:15:30,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:15:45,131.01,131.01,131.0,131.0,5,2,131.006
20201224  05:16:00,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:16:15,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:16:30,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:16:45,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:17:00,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:17:15,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:17:30,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:17:45,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:18:00,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:18:15,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:18:30,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:18:45,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:19:00,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:19:15,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:19:30,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:19:45,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:20:00,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:20:15,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:20:30,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:20:45,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:21:00,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:21:15,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:21:30,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:21:45,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:22:00,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:22:15,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:22:30,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:22:45,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:23:00,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:23:15,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:23:30,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:23:45,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:24:00,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:24:15,131.0,131.0,131.0,131.0,0,0,131.0
20201224  05:24:30,131.05,131.05,131.05,131.05,1,1,131.05
20201224  05:24:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:25:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:25:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:25:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:25:45,131.04,131.05,131.04,131.05,3,3,131.046
20201224  05:26:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:26:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:26:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:26:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:27:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:27:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:27:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:27:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:28:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:28:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:28:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:28:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:29:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:29:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:29:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:29:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:30:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:30:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:30:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:30:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:31:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:31:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:31:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:31:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:32:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:32:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:32:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:32:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:33:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:33:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:33:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:33:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:34:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:34:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:34:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:34:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:35:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:35:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:35:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:35:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:36:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:36:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:36:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:36:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:37:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:37:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:37:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:37:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:38:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:38:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:38:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:38:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:39:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:39:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:39:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:39:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:40:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:40:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:40:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:40:45,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:41:00,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:41:15,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:41:30,131.05,131.05,131.05,131.05,0,0,131.05
20201224  05:41:45,131.05,131.05,131.05,131.05,0,0,131.05
